VTX, IDX, _input0.x, _input0.y, _input0.z, _input0.w, _input1.x, _input1.y, _input1.z, _input1.w, _input2.x, _input2.y, _input3.x, _input3.y
929, 505,  0.61035,  0.29907, -0.44067,  1.00,  0.47244,  0.32283,  0.8189,  0.00,  0.59619, -0.37158,  0.66064,  0.28857
930, 504,  0.57422,  0.19604, -0.37988,  1.00,  0.66142,  0.1811,  0.72441,  0.00,  0.59619, -0.37158,  0.66064,  0.15564
931, 505,  0.61035,  0.29907, -0.44067,  1.00,  0.47244,  0.32283,  0.8189,  0.00,  0.59619, -0.37158,  0.66064,  0.28857
932, 506,  0.57764,  0.40332, -0.47217,  1.00,  0.5748,  0.3937,  0.71654,  0.00,  0.59619, -0.37158,  0.66064,  0.41357
933, 506,  0.57764,  0.40332, -0.47217,  1.00,  0.5748,  0.3937,  0.71654,  0.00,  0.59619, -0.37158,  0.66064,  0.41357
934, 505,  0.61035,  0.29907, -0.44067,  1.00,  0.47244,  0.32283,  0.8189,  0.00,  0.59619, -0.37158,  0.66064,  0.28857
935, 507,  0.59082,  0.44849, -0.51025,  1.00,  0.62205,  0.3937,  0.67717,  0.00,  0.59619, -0.37158,  0.66064,  0.47852
936, 508, -0.29834,  0.22778,  0.1026,  1.00,  0.83465,  0.13386, -0.54331,  0.00, -0.29419,  0.08197,  0.3833,  0.22717
937, 509, -0.28223, -0.16333,  0.08423,  1.00,  0.84252,  0.06299, -0.53543,  0.00, -0.29419,  0.08197,  0.3833,  0.01
938, 510, -0.3291,  0.22192,  0.05383,  1.00,  0.8189,  0.13386, -0.55906,  0.00, -0.29419,  0.08197,  0.3833,  0.22717
939, 510, -0.3291,  0.22192,  0.05383,  1.00,  0.8189,  0.13386, -0.55906,  0.00, -0.29419,  0.08197,  0.3833,  0.22717
940, 511, -0.35669,  0.44751,  0.11517,  1.00,  0.64567,  0.31496, -0.70079,  0.00, -0.29419,  0.08197,  0.3833,  0.45435
941, 508, -0.29834,  0.22778,  0.1026,  1.00,  0.83465,  0.13386, -0.54331,  0.00, -0.29419,  0.08197,  0.3833,  0.22717
942, 511, -0.35669,  0.44751,  0.11517,  1.00,  0.64567,  0.31496, -0.70079,  0.00, -0.29419,  0.08197,  0.3833,  0.45435
943, 510, -0.3291,  0.22192,  0.05383,  1.00,  0.8189,  0.13386, -0.55906,  0.00, -0.29419,  0.08197,  0.3833,  0.22717
944, 512, -0.40234,  0.43018,  0.06714,  1.00,  0.62992,  0.31496, -0.70866,  0.00, -0.29419,  0.08197,  0.3833,  0.45435
945, 511, -0.35669,  0.44751,  0.11517,  1.00,  0.64567,  0.31496, -0.70079,  0.00, -0.29419,  0.08197,  0.3833,  0.45435
946, 512, -0.40234,  0.43018,  0.06714,  1.00,  0.62992,  0.31496, -0.70866,  0.00, -0.29419,  0.08197,  0.3833,  0.45435
947, 513, -0.47241,  0.63916,  0.11389,  1.00,  0.6063,  0.3622, -0.70866,  0.00, -0.29419,  0.08197,  0.3833,  0.68115
948, 514, -0.16235, -0.02072,  0.38281,  1.00, -0.45669,  0.09449,  0.88189,  0.00, -0.14551,  0.38354,  0.82813,  0.01
949, 515, -0.13098, -0.02017,  0.39893,  1.00, -0.32283,  0.12598,  0.93701,  0.00, -0.14551,  0.38354,  0.82813,  0.01
950, 516, -0.1593,  0.16663,  0.36377,  1.00,  0.10236,  0.2126,  0.9685,  0.00, -0.14551,  0.38354,  0.82813,  0.13293
951, 516, -0.1593,  0.16663,  0.36377,  1.00,  0.10236,  0.2126,  0.9685,  0.00, -0.14551,  0.38354,  0.82813,  0.13293
952, 515, -0.13098, -0.02017,  0.39893,  1.00, -0.32283,  0.12598,  0.93701,  0.00, -0.14551,  0.38354,  0.82813,  0.01
953, 517, -0.10626,  0.25562,  0.3374,  1.00, -0.11811,  0.35433,  0.92913,  0.00, -0.14551,  0.38354,  0.82813,  0.24658
954, 516, -0.1593,  0.16663,  0.36377,  1.00,  0.10236,  0.2126,  0.9685,  0.00, -0.14551,  0.38354,  0.82813,  0.13293
955, 517, -0.10626,  0.25562,  0.3374,  1.00, -0.11811,  0.35433,  0.92913,  0.00, -0.14551,  0.38354,  0.82813,  0.24658
956, 518, -0.11432,  0.34351,  0.29663,  1.00,  0.0315,  0.4252,  0.90551,  0.00, -0.14551,  0.38354,  0.82813,  0.35327
957, 518, -0.11432,  0.34351,  0.29663,  1.00,  0.0315,  0.4252,  0.90551,  0.00, -0.14551,  0.38354,  0.82813,  0.35327
958, 517, -0.10626,  0.25562,  0.3374,  1.00, -0.11811,  0.35433,  0.92913,  0.00, -0.14551,  0.38354,  0.82813,  0.24658
959, 519, -0.08704,  0.38257,  0.27539,  1.00,  0.09449,  0.4252,  0.89764,  0.00, -0.14551,  0.38354,  0.82813,  0.40894
960, 520,  0.10876, -0.03607, -0.50049,  1.00, -0.98425,  0.07087,  0.14173,  0.00,  0.11938, -0.48779,  0.7168,  0.01
961, 521,  0.11365, -0.03555, -0.46655,  1.00, -0.9685,  0.07874,  0.24409,  0.00,  0.11938, -0.48779,  0.7168,  0.01
962, 522,  0.13025,  0.29224, -0.51172,  1.00, -0.68504,  0.14173,  0.71654,  0.00,  0.11938, -0.48779,  0.7168,  0.23291
963, 522,  0.13025,  0.29224, -0.51172,  1.00, -0.68504,  0.14173,  0.71654,  0.00,  0.11938, -0.48779,  0.7168,  0.23291
964, 521,  0.11365, -0.03555, -0.46655,  1.00, -0.9685,  0.07874,  0.24409,  0.00,  0.11938, -0.48779,  0.7168,  0.01
965, 523,  0.18884,  0.44775, -0.48633,  1.00, -0.85039,  0.24409,  0.46457,  0.00,  0.11938, -0.48779,  0.7168,  0.43188
966, 522,  0.13025,  0.29224, -0.51172,  1.00, -0.68504,  0.14173,  0.71654,  0.00,  0.11938, -0.48779,  0.7168,  0.23291
967, 523,  0.18884,  0.44775, -0.48633,  1.00, -0.85039,  0.24409,  0.46457,  0.00,  0.11938, -0.48779,  0.7168,  0.43188
968, 524,  0.22229,  0.60254, -0.51758,  1.00, -0.70866,  0.28346,  0.64567,  0.00,  0.11938, -0.48779,  0.7168,  0.61914
969, 524,  0.22229,  0.60254, -0.51758,  1.00, -0.70866,  0.28346,  0.64567,  0.00,  0.11938, -0.48779,  0.7168,  0.61914
970, 523,  0.18884,  0.44775, -0.48633,  1.00, -0.85039,  0.24409,  0.46457,  0.00,  0.11938, -0.48779,  0.7168,  0.43188
971, 525,  0.25928,  0.67041, -0.50879,  1.00, -0.67717,  0.28346,  0.67717,  0.00,  0.11938, -0.48779,  0.7168,  0.71631
972, 526,  0.05826, -0.03044,  0.18628,  1.00, -0.70079,  0.06299,  0.70866,  0.00,  0.07709,  0.19495,  0.40454,  0.01
973, 527,  0.0799, -0.03192,  0.20764,  1.00, -0.61417,  0.07087,  0.7874,  0.00,  0.07709,  0.19495,  0.40454,  0.01
974, 528,  0.07928,  0.25562,  0.18103,  1.00, -0.10236,  0.09449,  0.99213,  0.00,  0.07709,  0.19495,  0.40454,  0.203
975, 528,  0.07928,  0.25562,  0.18103,  1.00, -0.10236,  0.09449,  0.99213,  0.00,  0.07709,  0.19495,  0.40454,  0.203
976, 527,  0.0799, -0.03192,  0.20764,  1.00, -0.61417,  0.07087,  0.7874,  0.00,  0.07709,  0.19495,  0.40454,  0.01
977, 529,  0.14014,  0.3894,  0.17346,  1.00, -0.37795,  0.22835,  0.89764,  0.00,  0.07709,  0.19495,  0.40454,  0.37646
978, 528,  0.07928,  0.25562,  0.18103,  1.00, -0.10236,  0.09449,  0.99213,  0.00,  0.07709,  0.19495,  0.40454,  0.203
979, 529,  0.14014,  0.3894,  0.17346,  1.00, -0.37795,  0.22835,  0.89764,  0.00,  0.07709,  0.19495,  0.40454,  0.37646
980, 530,  0.15283,  0.52588,  0.14001,  1.00, -0.14961,  0.25197,  0.95276,  0.00,  0.07709,  0.19495,  0.40454,  0.53955
981, 530,  0.15283,  0.52588,  0.14001,  1.00, -0.14961,  0.25197,  0.95276,  0.00,  0.07709,  0.19495,  0.40454,  0.53955
982, 529,  0.14014,  0.3894,  0.17346,  1.00, -0.37795,  0.22835,  0.89764,  0.00,  0.07709,  0.19495,  0.40454,  0.37646
983, 531,  0.18628,  0.58447,  0.12878,  1.00, -0.11024,  0.24409,  0.96063,  0.00,  0.07709,  0.19495,  0.40454,  0.62451
984, 532,  0.04431,  0.23792, -0.1214,  1.00, -0.9685,  0.04724,  0.23622,  0.00,  0.0563, -0.09344,  0.50244,  0.23792
985, 533,  0.06009, -0.17078, -0.0907,  1.00, -0.9685, -0.02362,  0.23622,  0.00,  0.0563, -0.09344,  0.50244,  0.01
986, 534,  0.05566,  0.23621, -0.07471,  1.00, -0.9685,  0.04724,  0.25197,  0.00,  0.0563, -0.09344,  0.50244,  0.23792
987, 534,  0.05566,  0.23621, -0.07471,  1.00, -0.9685,  0.04724,  0.25197,  0.00,  0.0563, -0.09344,  0.50244,  0.23792
988, 535,  0.08185,  0.47266, -0.12512,  1.00, -0.85039,  0.24409,  0.47244,  0.00,  0.0563, -0.09344,  0.50244,  0.47583
989, 532,  0.04431,  0.23792, -0.1214,  1.00, -0.9685,  0.04724,  0.23622,  0.00,  0.0563, -0.09344,  0.50244,  0.23792
990, 535,  0.08185,  0.47266, -0.12512,  1.00, -0.85039,  0.24409,  0.47244,  0.00,  0.0563, -0.09344,  0.50244,  0.47583
991, 534,  0.05566,  0.23621, -0.07471,  1.00, -0.9685,  0.04724,  0.25197,  0.00,  0.0563, -0.09344,  0.50244,  0.23792
992, 536,  0.10822,  0.46069, -0.07379,  1.00, -0.84252,  0.23622,  0.48819,  0.00,  0.0563, -0.09344,  0.50244,  0.47583
993, 535,  0.08185,  0.47266, -0.12512,  1.00, -0.85039,  0.24409,  0.47244,  0.00,  0.0563, -0.09344,  0.50244,  0.47583
994, 536,  0.10822,  0.46069, -0.07379,  1.00, -0.84252,  0.23622,  0.48819,  0.00,  0.0563, -0.09344,  0.50244,  0.47583
995, 537,  0.17017,  0.68457, -0.09894,  1.00, -0.82677,  0.28346,  0.48819,  0.00,  0.0563, -0.09344,  0.50244,  0.71387
